turn 0
loadtime 3000
turntime 1000
rows 112
cols 112
turns 1000
viewradius2 55
attackradius2 5
spawnradius2 1
player_seed 42
ready
turn 1
a 44 90 0
a 44 100 0
a 45 97 0
a 55 89 0
go
turn 397
h 37 90 0
a 34 98 0
a 37 93 0
a 39 91 0
a 43 100 0
a 45 90 0
a 46 97 0
a 55 88 0
f 31 89
go
turn 398
h 37 90 0
a 33 98 0
a 37 94 0
a 39 90 0
a 42 100 0
a 46 90 0
a 46 96 0
a 55 87 0
go
turn 399
h 37 90 0
a 33 97 0
a 38 94 0
a 39 91 0
a 41 100 0
a 47 90 0
a 47 96 0
a 56 87 0
go
turn 400
h 37 90 0
a 33 98 0
a 37 94 0
a 38 91 0
a 41 101 0
a 47 95 0
a 48 90 0
a 55 87 0
f 31 89
go
turn 401
h 37 90 0
a 32 98 0
a 37 93 0
a 38 92 0
a 41 100 0
a 46 95 0
a 47 90 0
a 55 88 0
f 31 89
go
turn 402
h 37 90 0
a 33 98 0
a 37 94 0
a 38 91 0
a 40 100 0
a 46 90 0
a 46 94 0
a 55 89 0
f 31 89
go
turn 403
w 58 96
w 59 96
w 60 95
h 37 90 0
a 33 99 0
a 38 94 0
a 39 91 0
a 39 100 0
a 46 89 0
a 46 93 0
a 55 90 0
go
turn 404
h 37 90 0
a 34 99 0
a 38 93 0
a 39 90 0
a 40 100 0
a 46 90 0
a 46 92 0
a 54 90 0
go
turn 405
h 37 90 0
a 34 98 0
a 39 93 0
a 40 90 0
a 41 100 0
a 45 92 0
a 46 91 0
a 54 89 0
go
turn 406
h 37 90 0
a 33 98 0
a 39 92 0
a 41 90 0
a 41 101 0
a 44 92 0
a 46 92 0
a 54 88 0
go
turn 407
h 37 90 0
a 34 98 0
a 39 91 0
a 40 90 0
a 41 100 0
a 44 93 0
a 47 92 0
a 55 88 0
go
turn 408
h 37 90 0
a 33 98 0
a 39 90 0
a 40 91 0
a 41 101 0
a 45 93 0
a 46 92 0
a 54 88 0
go
turn 409
h 37 90 0
a 34 98 0
a 40 90 0
a 41 91 0
a 42 101 0
a 46 93 0
a 47 92 0
a 53 88 0
go
turn 410
h 37 90 0
a 34 99 0
a 40 91 0
a 41 92 0
a 43 101 0
a 45 93 0
a 47 91 0
a 53 87 0
go
turn 411
h 37 90 0
a 34 100 0
a 39 91 0
a 41 91 0
a 43 100 0
a 45 92 0
a 48 91 0
a 53 86 0
go
turn 412
h 37 90 0
a 33 100 0
a 39 90 0
a 41 90 0
a 42 100 0
a 45 93 0
a 48 90 0
a 53 85 0
go
turn 413
h 37 90 0
a 33 101 0
a 38 90 0
a 40 90 0
a 41 100 0
a 46 93 0
a 48 91 0
a 53 84 0
f 31 89
go
turn 414
h 37 90 0
a 33 102 0
a 38 89 0
a 39 90 0
a 40 100 0
a 46 92 0
a 47 91 0
a 53 83 0
f 31 89
go
turn 415
h 37 90 0
a 33 101 0
a 38 90 0
a 39 91 0
a 40 101 0
a 46 91 0
a 47 92 0
a 53 84 0
f 31 89
f 45 85
go
turn 416
h 37 90 0
a 33 100 0
a 38 91 0
a 39 92 0
a 40 100 0
a 47 91 0
a 47 93 0
a 53 85 0
f 31 89
f 45 85
go
turn 417
h 37 90 0
a 33 101 0
a 38 92 0
a 39 91 0
a 40 99 0
a 48 91 0
a 48 93 0
a 53 86 0
f 45 85
go
turn 418
h 37 90 0
a 32 101 0
a 38 93 0
a 39 90 0
a 40 100 0
a 48 90 0
a 49 93 0
a 54 86 0
f 45 85
go
turn 419
h 37 90 0
a 31 101 0
a 39 93 0
a 39 100 0
a 40 90 0
a 48 89 0
a 49 92 0
a 55 86 0
f 45 85
go
turn 420
h 37 90 0
a 31 100 0
a 38 93 0
a 40 100 0
a 41 90 0
a 49 89 0
a 49 91 0
a 56 86 0
f 45 85
go
turn 421
w 24 104
h 37 90 0
a 30 100 0
a 39 93 0
a 41 100 0
a 42 90 0
a 48 89 0
a 49 92 0
a 55 86 0
f 45 85
go
turn 422
w 23 103
w 23 104
w 24 105
h 37 90 0
a 29 100 0
a 40 93 0
a 40 100 0
a 41 90 0
a 47 89 0
a 49 93 0
a 56 86 0
f 45 85
go
turn 423
h 37 90 0
a 30 100 0
a 39 100 0
a 40 90 0
a 41 93 0
a 47 90 0
a 48 93 0
a 55 86 0
f 45 85
go
turn 424
h 37 90 0
a 30 99 0
a 39 101 0
a 40 91 0
a 41 92 0
a 47 89 0
a 48 94 0
a 56 86 0
f 45 85
go
turn 425
h 37 90 0
a 30 100 0
a 39 100 0
a 40 92 0
a 41 93 0
a 47 88 0
a 48 95 0
a 55 86 0
f 45 85
go
turn 426
h 37 90 0
a 30 99 0
a 39 99 0
a 41 92 0
a 42 93 0
a 47 89 0
a 49 95 0
a 55 87 0
f 45 85
f 55 98
go
turn 427
h 37 90 0
a 30 100 0
a 39 100 0
a 40 92 0
a 42 92 0
a 47 90 0
a 48 95 0
a 54 87 0
f 45 85
go
turn 428
h 37 90 0
a 30 99 0
a 39 99 0
a 40 93 0
a 43 92 0
a 47 91 0
a 47 95 0
a 53 87 0
f 45 85
go
turn 429
h 37 90 0
a 30 100 0
a 39 100 0
a 40 92 0
a 43 91 0
a 47 90 0
a 47 94 0
a 54 87 0
f 45 85
go
turn 430
h 37 90 0
a 29 100 0
a 40 91 0
a 40 100 0
a 43 90 0
a 46 94 0
a 47 91 0
a 54 86 0
f 45 85
go
turn 431
w 22 103
h 37 90 0
a 29 101 0
a 39 100 0
a 40 90 0
a 42 90 0
a 46 93 0
a 47 90 0
a 55 86 0
f 45 85
go
turn 432
h 37 90 0
a 29 100 0
a 38 100 0
a 40 91 0
a 42 91 0
a 46 92 0
a 47 91 0
a 55 85 0
f 45 85
go
turn 433
h 37 90 0
a 30 100 0
a 37 100 0
a 40 90 0
a 42 92 0
a 45 92 0
a 48 91 0
a 55 86 0
f 45 85
go
turn 434
h 37 90 0
a 29 100 0
a 36 100 0
a 41 90 0
a 43 92 0
a 44 92 0
a 47 91 0
a 55 87 0
f 45 85
go
turn 435
h 37 90 0
a 29 99 0
a 36 101 0
a 40 90 0
a 42 92 0
a 44 91 0
a 47 90 0
a 56 87 0
f 24 94
f 45 85
go
turn 436
h 37 90 0
a 29 100 0
a 37 101 0
a 40 91 0
a 41 92 0
a 44 92 0
a 47 89 0
a 57 87 0
f 45 85
go
turn 437
h 37 90 0
a 29 99 0
a 36 101 0
a 39 91 0
a 41 93 0
a 43 92 0
a 47 90 0
a 57 86 0
f 24 94
f 45 85
go
turn 438
h 37 90 0
a 29 100 0
a 35 101 0
a 39 92 0
a 42 93 0
a 44 92 0
a 48 90 0
a 56 86 0
f 45 85
go
turn 439
h 37 90 0
a 29 99 0
a 36 101 0
a 39 91 0
a 43 93 0
a 45 92 0
a 48 89 0
a 56 87 0
f 24 94
f 45 85
go
turn 440
w 26 92
h 37 90 0
a 28 99 0
a 37 101 0
a 39 90 0
a 42 93 0
a 46 92 0
a 49 89 0
a 56 86 0
f 24 94
f 45 85
go
turn 441
w 20 98
w 20 100
w 21 103
w 22 104
w 25 92
h 37 90 0
a 27 99 0
a 38 101 0
a 40 90 0
a 41 93 0
a 46 93 0
a 48 89 0
a 55 86 0
f 24 94
f 45 85
go
turn 442
w 19 97
w 19 98
w 19 99
w 19 100
w 19 101
w 20 95
w 20 102
w 20 103
w 21 104
w 22 105
h 37 90 0
a 26 99 0
a 39 101 0
a 40 89 0
a 40 93 0
a 45 93 0
a 48 88 0
a 55 85 0
f 24 94
f 45 85
go
turn 443
w 18 97
w 18 98
w 18 99
w 18 100
w 18 101
w 19 95
w 19 96
w 19 102
w 19 103
w 20 94
w 20 104
w 21 105
h 37 90 0
a 25 99 0
a 40 90 0
a 40 94 0
a 40 101 0
a 44 93 0
a 48 87 0
a 55 84 0
f 24 94
f 45 85
go
turn 444
h 37 90 0
a 26 99 0
a 39 90 0
a 40 93 0
a 41 101 0
a 45 93 0
a 48 86 0
a 55 85 0
f 24 94
f 45 85
go
turn 445
h 37 90 0
a 26 100 0
a 38 90 0
a 40 94 0
a 41 100 0
a 45 94 0
a 47 86 0
a 55 84 0
f 24 94
f 31 89
f 45 85
go
turn 446
h 37 90 0
a 26 99 0
a 39 90 0
a 40 93 0
a 42 100 0
a 44 94 0
a 48 86 0
a 54 84 0
f 24 94
f 45 85
go
turn 447
h 37 90 0
a 26 100 0
a 38 90 0
a 39 93 0
a 41 100 0
a 44 93 0
a 47 86 0
a 53 84 0
f 24 94
f 31 89
f 45 85
go
turn 448
h 37 90 0
a 27 100 0
a 38 91 0
a 40 93 0
a 41 101 0
a 43 93 0
a 47 85 0
a 52 84 0
f 24 94
f 31 89
f 45 85
go
turn 449
h 37 90 0
a 27 99 0
a 38 92 0
a 41 93 0
a 41 100 0
a 43 92 0
a 47 86 0
a 52 85 0
f 24 94
f 45 85
go
turn 450
w 25 91
w 26 91
w 27 91
w 28 91
h 37 90 0
a 27 98 0
a 39 92 0
a 40 100 0
a 42 93 0
a 43 91 0
a 47 85 0
a 52 84 0
f 24 94
f 45 85
go
turn 451
h 37 90 0
a 26 98 0
a 39 91 0
a 39 100 0
a 41 93 0
a 44 91 0
a 46 85 0
a 53 84 0
f 24 94
go
turn 452
h 37 90 0
a 26 99 0
a 37 90 0
a 38 100 0
a 40 91 0
a 41 92 0
a 44 90 0
a 45 85 0
a 53 85 0
f 24 94
f 31 89
go
turn 453
h 37 90 0
a 25 99 0
a 37 91 0
a 38 99 0
a 39 91 0
a 42 92 0
a 43 90 0
a 46 85 0
a 53 84 0
f 24 94
f 31 89
go
turn 454
h 37 90 0
a 26 99 0
a 37 99 0
a 38 91 0
a 39 90 0
a 42 93 0
a 43 91 0
a 45 85 0
a 53 85 0
f 24 94
f 31 89
go
turn 455
h 37 90 0
a 26 98 0
a 37 98 0
a 38 90 0
a 39 91 0
a 42 92 0
a 43 92 0
a 46 85 0
a 52 85 0
f 24 94
f 31 89
go
turn 456
h 37 90 0
a 27 98 0
a 36 98 0
a 39 90 0
a 40 91 0
a 42 91 0
a 43 91 0
a 47 85 0
a 52 84 0
f 24 94
go
turn 457
h 37 90 0
a 28 98 0
a 35 98 0
a 40 90 0
a 40 92 0
a 41 91 0
a 44 91 0
a 46 85 0
a 52 85 0
f 24 94
go
turn 458
h 37 90 0
a 27 98 0
a 36 98 0
a 39 92 0
a 40 89 0
a 40 91 0
a 45 91 0
a 46 86 0
a 51 85 0
f 24 94
go
turn 459
h 37 90 0
a 27 99 0
a 35 98 0
a 39 91 0
a 39 93 0
a 40 90 0
a 44 91 0
a 47 86 0
a 51 84 0
f 24 94
go
turn 460
h 37 90 0
a 26 99 0
a 34 98 0
a 39 90 0
a 40 91 0
a 40 93 0
a 44 92 0
a 47 85 0
a 52 84 0
f 24 94
go
turn 461
h 37 90 0
a 26 98 0
a 33 98 0
a 38 90 0
a 39 91 0
a 40 94 0
a 45 92 0
a 47 84 0
a 52 85 0
f 24 94
f 31 89
f 46 77
go
turn 462
h 37 90 0
a 27 98 0
a 34 98 0
a 38 91 0
a 39 90 0
a 40 93 0
a 46 92 0
a 47 85 0
a 53 85 0
f 24 94
f 31 89
go
turn 463
h 37 90 0
a 26 98 0
a 33 98 0
a 38 90 0
a 40 90 0
a 40 94 0
a 46 85 0
a 46 93 0
a 54 85 0
f 24 94
f 31 89
go
turn 464
h 37 90 0
a 26 99 0
a 33 97 0
a 39 90 0
a 40 91 0
a 40 93 0
a 46 84 0
a 46 94 0
a 54 84 0
f 24 94
f 46 77
go
turn 465
h 37 90 0
a 26 98 0
a 33 98 0
a 40 90 0
a 40 92 0
a 40 94 0
a 45 84 0
a 47 94 0
a 53 84 0
f 24 94
f 46 77
go
turn 466
w 18 96
w 19 94
h 37 90 0
a 25 98 0
a 33 99 0
a 39 90 0
a 40 91 0
a 40 93 0
a 45 85 0
a 47 93 0
a 53 85 0
f 24 94
go
turn 467
h 37 90 0
a 26 98 0
a 33 98 0
a 38 90 0
a 39 91 0
a 41 93 0
a 45 84 0
a 48 93 0
a 53 84 0
f 24 94
f 31 89
f 46 77
go
turn 468
h 37 90 0
a 26 99 0
a 34 98 0
a 37 90 0
a 39 92 0
a 42 93 0
a 46 84 0
a 48 94 0
a 52 84 0
f 24 94
f 31 89
f 46 77
go
turn 469
h 37 90 0
a 26 98 0
a 35 98 0
a 37 91 0
a 40 92 0
a 42 92 0
a 47 84 0
a 48 93 0
a 51 84 0
f 24 94
f 31 89
f 46 77
go
turn 470
h 37 90 0
a 25 98 0
a 34 98 0
a 38 91 0
a 40 93 0
a 41 92 0
a 48 84 0
a 49 93 0
a 51 85 0
f 24 94
f 31 89
f 46 77
go
turn 471
w 18 95
w 26 90
w 27 90
h 37 90 0
a 25 97 0
a 35 98 0
a 38 90 0
a 40 92 0
a 41 93 0
a 49 84 0
a 49 92 0
a 50 85 0
f 24 94
f 31 89
go
turn 472
h 37 90 0
a 25 98 0
a 34 98 0
a 38 91 0
a 40 91 0
a 41 92 0
a 48 84 0
a 48 92 0
a 49 85 0
f 24 94
f 31 89
f 46 77
go
turn 473
w 17 96
w 17 97
w 17 99
w 17 100
w 18 102
h 37 90 0
a 24 98 0
a 35 98 0
a 37 91 0
a 40 90 0
a 41 91 0
a 48 83 0
a 48 93 0
a 50 85 0
f 24 94
f 31 89
f 46 77
go
turn 474
w 16 96
w 16 97
w 17 94
w 17 95
w 17 102
w 18 103
w 19 104
h 37 90 0
a 23 98 0
a 34 98 0
a 38 91 0
a 41 90 0
a 42 91 0
a 48 92 0
a 49 83 0
a 51 85 0
f 24 94
f 31 89
f 46 77
go
turn 475
w 15 96
w 15 97
w 16 94
w 16 95
w 17 103
w 18 104
w 20 105
h 37 90 0
a 22 98 0
a 35 98 0
a 39 91 0
a 40 90 0
a 42 90 0
a 48 91 0
a 49 84 0
a 50 85 0
f 24 94
go
turn 476
h 37 90 0
a 23 98 0
a 35 99 0
a 40 89 0
a 40 91 0
a 43 90 0
a 49 85 0
a 49 91 0
a 50 84 0
f 24 94
go
turn 477
h 37 90 0
a 22 98 0
a 35 100 0
a 40 90 0
a 41 91 0
a 43 91 0
a 48 85 0
a 49 92 0
a 50 85 0
f 24 94
go
turn 478
w 15 95
h 37 90 0
a 22 97 0
a 35 99 0
a 39 90 0
a 40 91 0
a 42 91 0
a 47 85 0
a 49 93 0
a 51 85 0
f 24 94
go
turn 479
h 37 90 0
a 22 98 0
a 34 99 0
a 38 90 0
a 39 91 0
a 42 92 0
a 47 86 0
a 48 93 0
a 52 85 0
f 24 94
f 31 89
go
turn 480
h 37 90 0
a 23 98 0
a 35 99 0
a 38 89 0
a 39 90 0
a 41 92 0
a 46 86 0
a 47 93 0
a 52 84 0
f 24 94
f 31 89
go
turn 481
w 19 105
h 37 90 0
a 23 99 0
a 35 98 0
a 38 90 0
a 39 91 0
a 41 93 0
a 45 86 0
a 48 93 0
a 52 83 0
f 24 94
f 31 89
go
turn 482
h 37 90 0
a 24 99 0
a 36 98 0
a 38 91 0
a 39 90 0
a 40 93 0
a 45 85 0
a 47 93 0
a 52 84 0
f 24 94
f 31 89
go
turn 483
h 37 90 0
a 23 99 0
a 36 97 0
a 37 91 0
a 38 90 0
a 41 93 0
a 45 84 0
a 46 93 0
a 52 83 0
f 24 94
f 31 89
f 46 77
go
turn 484
w 16 103
w 17 104
h 37 90 0
a 22 99 0
a 37 90 0
a 37 97 0
a 38 91 0
a 40 93 0
a 46 84 0
a 47 93 0
a 52 82 0
f 24 94
f 31 89
f 46 77
go
turn 485
w 15 102
w 15 103
w 16 104
w 17 105
h 37 90 0
a 21 99 0
a 36 97 0
a 37 91 0
a 38 90 0
a 39 93 0
a 45 84 0
a 47 92 0
a 52 81 0
f 24 94
f 31 89
f 46 77
f 49 75
go
turn 486
h 37 90 0
a 22 99 0
a 36 98 0
a 37 90 0
a 38 91 0
a 38 93 0
a 45 83 0
a 47 93 0
a 52 82 0
f 24 94
f 31 89
f 46 77
go
turn 487
h 37 90 0
a 23 99 0
a 36 97 0
a 37 91 0
a 38 90 0
a 38 94 0
a 45 82 0
a 46 93 0
a 52 83 0
f 24 94
f 31 89
f 46 77
go
turn 488
h 37 90 0
a 22 99 0
a 36 98 0
a 37 90 0
a 37 94 0
a 38 91 0
a 46 82 0
a 46 94 0
a 52 84 0
f 24 94
f 31 89
f 46 77
go
turn 489
h 37 90 0
a 22 100 0
a 36 97 0
a 37 91 0
a 37 93 0
a 39 91 0
a 46 83 0
a 47 94 0
a 52 83 0
f 24 94
f 31 89
f 46 77
go
turn 490
w 14 102
w 15 104
w 16 105
h 37 90 0
a 21 100 0
a 37 90 0
a 37 92 0
a 37 97 0
a 38 91 0
a 45 83 0
a 47 95 0
a 51 83 0
f 24 94
f 31 89
f 46 77
go
turn 491
w 14 103
h 37 90 0
a 21 101 0
a 37 91 0
a 37 98 0
a 38 90 0
a 38 92 0
a 45 84 0
a 47 96 0
a 50 83 0
f 31 89
f 46 77
go
turn 492
h 37 90 0
a 21 100 0
a 37 90 0
a 38 91 0
a 38 93 0
a 38 98 0
a 45 83 0
a 46 96 0
a 50 84 0
f 24 94
f 31 89
f 46 77
go
turn 493
h 37 90 0
a 21 101 0
a 38 90 0
a 38 92 0
a 38 94 0
a 38 99 0
a 46 83 0
a 46 97 0
a 49 84 0
f 31 89
f 46 77
go
turn 494
h 37 90 0
a 21 100 0
a 38 89 0
a 38 93 0
a 39 92 0
a 39 99 0
a 46 84 0
a 46 96 0
a 50 84 0
f 24 94
f 31 89
f 46 77
go
turn 495
h 37 90 0
a 22 100 0
a 38 90 0
a 38 92 0
a 39 93 0
a 39 98 0
a 45 96 0
a 46 85 0
a 51 84 0
f 24 94
f 31 89
go
turn 496
h 37 90 0
a 21 100 0
a 37 90 0
a 38 91 0
a 39 99 0
a 40 93 0
a 46 96 0
a 47 85 0
a 52 84 0
f 24 94
f 31 89
go
turn 497
h 37 90 0
a 22 100 0
a 37 91 0
a 38 90 0
a 38 99 0
a 39 93 0
a 46 97 0
a 47 84 0
a 52 85 0
f 24 94
f 31 89
f 46 77
go
turn 498
h 37 90 0
a 21 100 0
a 37 92 0
a 38 89 0
a 39 92 0
a 39 99 0
a 47 85 0
a 47 97 0
a 53 85 0
f 24 94
f 31 89
go
turn 499
h 37 90 0
a 21 101 0
a 38 90 0
a 38 92 0
a 39 93 0
a 40 99 0
a 47 96 0
a 48 85 0
a 54 85 0
f 31 89
go
turn 500
w 14 104
h 37 90 0
a 21 102 0
a 39 90 0
a 39 92 0
a 39 99 0
a 40 93 0
a 46 96 0
a 47 85 0
a 54 86 0
go
turn 501
h 37 90 0
a 22 102 0
a 40 90 0
a 40 92 0
a 40 94 0
a 40 99 0
a 45 96 0
a 48 85 0
a 54 85 0
go
turn 502
h 37 90 0
a 21 102 0
a 40 91 0
a 40 93 0
a 40 100 0
a 41 92 0
a 45 95 0
a 48 86 0
a 53 85 0
f 40 107
go
turn 503
h 37 90 0
a 22 102 0
a 39 91 0
a 40 99 0
a 41 91 0
a 41 93 0
a 46 95 0
a 48 85 0
a 54 85 0
go
turn 504
h 37 90 0
a 21 102 0
a 39 90 0
a 40 91 0
a 40 98 0
a 42 93 0
a 47 95 0
a 49 85 0
a 53 85 0
go
turn 505
h 37 90 0
a 21 101 0
a 39 91 0
a 40 90 0
a 40 97 0
a 42 92 0
a 47 96 0
a 49 84 0
a 53 84 0
go
turn 506
h 37 90 0
a 21 102 0
a 39 90 0
a 40 91 0
a 40 98 0
a 42 93 0
a 46 96 0
a 50 84 0
a 54 84 0
go
turn 507
h 37 90 0
a 22 102 0
a 38 90 0
a 40 92 0
a 40 97 0
a 42 92 0
a 46 97 0
a 50 85 0
a 54 85 0
f 31 89
go
turn 508
h 37 90 0
a 23 102 0
a 37 90 0
a 39 97 0
a 41 92 0
a 42 91 0
a 46 96 0
a 50 86 0
a 55 85 0
f 31 89
go
turn 509
h 37 90 0
a 23 101 0
a 37 91 0
a 40 97 0
a 41 91 0
a 42 90 0
a 46 97 0
a 50 85 0
a 54 85 0
f 24 94
f 31 89
go
turn 510
h 37 90 0
a 24 101 0
a 38 91 0
a 41 90 0
a 41 97 0
a 43 90 0
a 47 97 0
a 49 85 0
a 55 85 0
f 24 94
f 31 89
go
turn 511
h 37 90 0
a 25 101 0
a 38 92 0
a 40 90 0
a 41 98 0
a 42 90 0
a 47 96 0
a 48 85 0
a 55 84 0
f 24 94
go
turn 512
h 37 90 0
a 24 101 0
a 39 92 0
a 40 89 0
a 41 99 0
a 43 90 0
a 47 85 0
a 48 96 0
a 55 83 0
f 24 94
f 55 98
go
turn 513
h 37 90 0
a 25 101 0
a 39 93 0
a 40 90 0
a 42 90 0
a 42 99 0
a 46 85 0
a 48 97 0
a 55 82 0
f 24 94
f 55 98
f 58 76
f 60 77
go
turn 514
h 37 90 0
a 26 101 0
a 40 89 0
a 40 93 0
a 41 90 0
a 43 99 0
a 46 86 0
a 48 96 0
a 56 82 0
f 24 94
f 55 98
f 58 76
f 60 77
go
turn 515
h 37 90 0
a 26 100 0
a 40 90 0
a 40 92 0
a 41 91 0
a 44 99 0
a 47 86 0
a 48 97 0
a 57 82 0
f 24 94
f 55 98
f 58 76
f 60 77
go
turn 516
h 37 90 0
a 26 99 0
a 41 90 0
a 41 92 0
a 42 91 0
a 44 100 0
a 47 85 0
a 49 97 0
a 57 81 0
f 24 94
f 55 98
f 58 76
f 60 77
go
turn 517
h 37 90 0
a 25 99 0
a 41 91 0
a 42 92 0
a 43 91 0
a 45 100 0
a 48 85 0
a 48 97 0
a 57 82 0
f 24 94
f 55 98
f 58 76
f 60 77
go
turn 518
h 37 90 0
a 24 99 0
a 41 92 0
a 42 91 0
a 44 91 0
a 45 99 0
a 47 85 0
a 48 96 0
a 57 83 0
f 24 94
f 55 98
f 58 76
f 60 77
go
turn 519
h 37 90 0
a 25 99 0
a 41 91 0
a 42 92 0
a 45 91 0
a 46 99 0
a 47 84 0
a 48 95 0
a 57 84 0
f 24 94
f 46 77
go
turn 520
h 37 90 0
a 26 99 0
a 40 91 0
a 42 91 0
a 46 91 0
a 46 100 0
a 47 95 0
a 48 84 0
a 57 83 0
f 24 94
f 46 77
f 58 76
f 60 77
go
turn 521
h 37 90 0
a 25 99 0
a 40 90 0
a 41 91 0
a 46 95 0
a 47 91 0
a 47 100 0
a 48 83 0
a 56 83 0
f 24 94
f 46 77
f 58 76
f 60 77
go
turn 522
h 37 90 0
a 26 99 0
a 39 90 0
a 40 91 0
a 46 96 0
a 48 84 0
a 48 91 0
a 48 100 0
a 56 84 0
f 24 94
f 46 77
f 55 98
go
turn 523
h 37 90 0
a 26 98 0
a 38 90 0
a 40 90 0
a 46 97 0
a 47 100 0
a 48 85 0
a 48 90 0
a 55 84 0
f 24 94
f 31 89
go
turn 524
h 37 90 0
a 25 98 0
a 37 90 0
a 40 91 0
a 47 97 0
a 47 101 0
a 48 86 0
a 48 89 0
a 55 85 0
f 24 94
f 31 89
go
turn 525
h 37 90 0
a 26 98 0
a 38 90 0
a 40 92 0
a 46 101 0
a 47 96 0
a 48 87 0
a 49 89 0
a 54 85 0
f 24 94
f 31 89
go
turn 526
h 37 90 0
a 25 98 0
a 39 90 0
a 39 92 0
a 46 102 0
a 47 95 0
a 48 88 0
a 48 89 0
a 55 85 0
f 24 94
go
turn 527
h 37 90 0
a 24 98 0
a 38 90 0
a 39 93 0
a 45 102 0
a 48 87 0
a 48 90 0
a 48 95 0
a 55 86 0
f 24 94
f 31 89
f 40 107
go
turn 528
h 37 90 0
a 25 98 0
a 37 90 0
a 39 92 0
a 44 102 0
a 48 88 0
a 48 91 0
a 48 94 0
a 54 86 0
f 24 94
f 31 89
f 40 107
go
turn 529
h 37 90 0
a 26 98 0
a 38 90 0
a 38 92 0
a 45 102 0
a 47 88 0
a 48 92 0
a 48 93 0
a 55 86 0
f 24 94
f 31 89
f 40 107
go
turn 530
h 37 90 0
a 26 99 0
a 38 93 0
a 39 90 0
a 44 102 0
a 46 88 0
a 48 94 0
a 49 92 0
a 55 87 0
f 24 94
f 40 107
go
turn 531
h 37 90 0
a 27 99 0
a 37 93 0
a 38 90 0
a 44 101 0
a 47 88 0
a 48 93 0
a 49 93 0
a 54 87 0
f 24 94
f 31 89
f 40 107
go
turn 532
h 37 90 0
a 27 100 0
a 37 92 0
a 38 91 0
a 44 102 0
a 46 88 0
a 48 92 0
a 49 92 0
a 53 87 0
f 24 94
f 31 89
f 40 107
go
turn 533
h 37 90 0
a 26 100 0
a 37 91 0
a 38 92 0
a 45 102 0
a 46 87 0
a 49 91 0
a 49 92 0
a 53 88 0
f 24 94
f 31 89
f 40 107
go
turn 534
h 37 90 0
a 26 99 0
a 38 91 0
a 38 93 0
a 45 101 0
a 46 88 0
a 48 91 0
a 48 92 0
a 54 88 0
f 24 94
f 31 89
go
turn 535
h 37 90 0
a 27 99 0
a 38 92 0
a 39 91 0
a 44 101 0
a 46 87 0
a 48 90 0
a 49 92 0
a 54 89 0
f 24 94
f 40 107
go
turn 536
h 37 90 0
a 26 99 0
a 37 92 0
a 39 92 0
a 43 101 0
a 47 87 0
a 47 90 0
a 48 92 0
a 54 90 0
f 24 94
f 31 89
f 40 107
go
turn 537
h 37 90 0
a 26 98 0
a 37 93 0
a 40 92 0
a 44 101 0
a 47 88 0
a 47 89 0
a 47 92 0
a 54 89 0
f 24 94
f 31 89
f 40 107
go
turn 538
h 37 90 0
a 27 98 0
a 37 92 0
a 40 91 0
a 43 101 0
a 46 88 0
a 46 92 0
a 48 89 0
a 53 89 0
f 24 94
f 31 89
f 40 107
go
turn 539
h 37 90 0
a 27 97 0
a 38 92 0
a 40 92 0
a 42 101 0
a 46 89 0
a 46 91 0
a 47 89 0
a 53 90 0
f 24 94
f 40 107
go
turn 540
h 37 90 0
a 27 98 0
a 38 93 0
a 41 92 0
a 43 101 0
a 45 91 0
a 46 90 0
a 48 89 0
a 53 91 0
f 24 94
f 40 107
f 55 98
go
turn 541
w 58 97
h 37 90 0
a 26 98 0
a 38 92 0
a 41 93 0
a 43 100 0
a 45 90 0
a 47 90 0
a 48 90 0
a 54 91 0
f 24 94
f 55 98
go
turn 542
w 57 98
w 59 97
w 60 96
h 37 90 0
a 25 98 0
a 38 91 0
a 41 92 0
a 43 101 0
a 44 90 0
a 46 90 0
a 47 90 0
a 55 91 0
f 24 94
f 31 89
f 40 107
f 55 98
go
turn 543
w 58 98
h 37 90 0
a 26 98 0
a 38 90 0
a 40 92 0
a 43 90 0
a 43 100 0
a 47 90 0
a 48 90 0
a 56 91 0
f 24 94
f 31 89
f 55 98
go
turn 544
h 37 90 0
a 27 98 0
a 38 89 0
a 40 91 0
a 42 90 0
a 43 99 0
a 46 90 0
a 48 89 0
a 56 90 0
f 24 94
f 31 89
go
turn 545
h 37 90 0
a 26 98 0
a 38 90 0
a 41 90 0
a 41 91 0
a 44 99 0
a 45 90 0
a 48 88 0
a 55 90 0
f 24 94
f 31 89
go
turn 546
h 37 90 0
a 25 98 0
a 37 90 0
a 41 92 0
a 42 90 0
a 44 100 0
a 45 91 0
a 47 88 0
a 56 90 0
f 24 94
f 31 89
go
turn 547
h 37 90 0
a 25 99 0
a 38 90 0
a 41 93 0
a 43 90 0
a 44 91 0
a 45 100 0
a 48 88 0
a 55 90 0
f 24 94
f 31 89
go
turn 548
h 37 90 0
a 25 100 0
a 39 90 0
a 40 93 0
a 44 90 0
a 45 91 0
a 45 99 0
a 48 89 0
a 56 90 0
f 24 94
go
turn 549
h 37 90 0
a 24 100 0
a 39 91 0
a 40 94 0
a 44 91 0
a 45 90 0
a 45 100 0
a 49 89 0
a 55 90 0
f 24 94
go
turn 550
h 37 90 0
a 25 100 0
a 39 92 0
a 40 93 0
a 44 90 0
a 45 91 0
a 45 99 0
a 48 89 0
a 54 90 0
